,cartao,cep,codigoMoedaDestino,codigoMoedaOrigem,cpf,dataCompra,dataEmissao,dataNascimento,dataValidade,empresa,estadoCivil,idConta,idEstabelecimento,idEventoCompra,idOperacao,latitude,limiteCredito,longitude,nome,numeroDependentes,numeroIdentidade,numeroParcelas,orgaoIdentidade,profissao,salario,sexo,tempoResidenciaAnos,tempoTrabalhoAnos,uf,valorCompra,valorParcela
7497,6505156097110765,11450400,986.0,986.0,99193755198,2018-05-02T17:10:00,2018-04-18T15:29:02.263000,1962-05-27T00:00:00,2023-04-18T15:29:00,OGMO,2,8293085,32130711.0,185162240,10493,-23.9437408447,975.0,-46.3059120178,CHEILIANA LEOPOLDINO,2.0,8062449,1,SSPSP,3.0,830.0,M,,25.0,SP,18.5,18.5
7498,6505155905004538,14065070,986.0,986.0,99191943108,2018-05-05T16:20:00,2018-04-16T17:42:37.257000,1991-08-11T00:00:00,2023-04-16T17:43:00,,2,8308652,32184067.0,185667105,10493,-21.1395801,510.0,-47.8336952,JOSHEF LEOPOLDINO,0.0,8080569,1,SSPSP,,701.35,M,,0.0,SP,99.59,99.59
7499,6505155905004538,14065070,986.0,986.0,99191943108,2018-05-05T09:35:00,2018-04-16T17:42:37.257000,1991-08-11T00:00:00,2023-04-16T17:43:00,,2,8308652,32386495.0,185542501,10493,-21.2243216,510.0,-47.763294,JOSHEF LEOPOLDINO,0.0,8080569,1,SSPSP,,701.35,M,,0.0,SP,27.82,27.82
7500,6086193468919086,5878120,,,99190623088,2018-05-04T19:21:00,2017-09-30T18:27:00,1985-10-10T00:00:00,2067-09-30T00:00:00,,2,8320542,,185495437,28,-23.6892795563,350.0,-46.7879905701,MARLECIO NEMOMUCENO,,8093770,2,,20.0,830.0,M,,,SP,149.95,74.98
7501,6505154970107998,81870080,986.0,986.0,99186929950,2018-05-02T18:38:00,2018-04-03T18:04:26.630000,1973-10-03T03:00:00,2023-04-03T18:04:00,KIRSTEN IND E COMERCIO DE MATERIAIS,1,8353361,33763150.0,185181059,10493,-25.5089697,1320.0,-49.3224984,DARTAN TINE,0.0,8130701,1,SSPPR,20.0,1460.8,F,,1.0,PR,45.0,45.0
7502,6505144398691951,11365140,986.0,986.0,99186786741,2018-05-02T17:31:00,2017-12-05T16:00:56.340000,1960-07-07T00:00:00,2022-12-05T16:01:00,,2,8354760,32320534.0,185166788,10493,-23.9384038,1110.0,-46.3955972,JOYCE ANALIA,,8132133,1,,20.0,1660.0,F,,,SP,20.0,20.0
7503,6505144398691951,11365140,,,99186786741,2018-05-05T16:35:00,2017-12-05T16:00:56.340000,1960-07-07T00:00:00,2022-12-05T16:01:00,,2,8354760,,185670719,502,-23.9384048,1110.0,-46.3956025,JOYCE ANALIA,,8132133,6,,20.0,1660.0,F,,,SP,416.87,87.96
7504,6086197554407680,16201380,,,99184690488,2018-05-03T17:48:00,2017-10-11T12:37:00,1996-10-22T00:00:00,2067-10-31T00:00:00,,1,8373256,,185316431,28,-21.2569084167,750.0,-50.3185462952,ADILENY FIORENCIO,,8153096,5,,20.0,830.0,F,,,SP,265.96,53.19
7505,6086194845654114,4510040,,,99183694501,2018-05-04T10:54:00,2017-10-13T13:51:00,1998-01-04T00:00:00,2067-10-31T00:00:00,,1,8382573,,185386454,19,0.0,990.0,0.0,GILIARDS MURICY,,8163055,1,,,830.0,F,,,SP,99.97,99.97
7506,6086196943192969,13054627,,,99183640410,2018-05-04T16:10:00,2017-10-13T14:38:00,1999-05-12T00:00:00,2067-10-31T00:00:00,,1,8383118,,185451048,502,-22.9758663177,510.0,-47.130569458,JERONILDO ROLIM,,8163596,6,,20.0,830.0,F,,,SP,322.89,70.38
7507,6086196943192969,13054627,,,99183640410,2018-05-04T16:36:00,2017-10-13T14:38:00,1999-05-12T00:00:00,2067-10-31T00:00:00,,1,8383118,,185457347,28,-22.9758663177,510.0,-47.130569458,JERONILDO ROLIM,,8163596,9,,20.0,830.0,F,,,SP,688.23,76.47
7508,6086195739590804,18605565,,,99181587279,2018-05-02T17:55:00,2017-10-17T17:45:00,1963-07-03T00:00:00,2067-10-31T00:00:00,,2,8402258,,185172135,28,-22.9256592,1320.0,-48.4469209,STEFANNE RESENDE,,8184128,5,,20.0,830.0,M,,,SP,239.96,47.99
7509,6086199443702959,14030390,,,99181227302,2018-05-02T17:10:00,2017-10-18T14:47:00,1999-08-05T00:00:00,2067-10-31T00:00:00,,1,8405585,,185162289,28,0.0,1740.0,0.0,MARIZIO CORDOVIL,,8187727,5,,1.0,830.0,F,,,SP,500.0,100.0
7510,6505154358172601,79116280,986.0,986.0,99399706680,2018-05-04T16:37:00,2018-03-26T17:37:41.420000,1995-03-21T00:00:00,2023-03-26T17:38:00,,2,8407791,31704723.0,185457481,10493,0.0,1100.0,0.0,SALVINEIDE ANEGUES,,6002934,1,SSPMS,,1091.45,F,,2.0,MS,50.0,50.0
7511,6505148842745967,18209540,986.0,986.0,99180817599,2018-05-05T11:00:00,2018-01-09T10:27:14.020000,1989-12-09T00:00:00,2023-01-09T10:27:00,AUTONOMA  DIARISTA,2,8409098,31669653.0,185567584,10494,-23.5786172,900.0,-48.0788667,JAISMARE CONDUCTOR,0.0,8191825,3,SSPSP,3.0,830.0,F,,0.0,SP,119.96,39.98
7512,6505155935019133,74484414,986.0,986.0,99181617445,2018-05-03T10:05:00,2018-04-17T11:34:12.860000,1986-01-01T00:00:00,2023-04-17T11:34:00,,1,8401969,31842730.0,185227084,10493,0.0,1100.0,0.0,HELENISA RESENDE,,8183826,1,,20.0,830.0,F,,,GO,10.98,10.98
7513,6505142772136826,15047143,986.0,986.0,99178948886,2018-05-02T18:22:00,2017-11-24T13:15:19.390000,1974-01-02T00:00:00,2022-11-24T13:15:00,,1,8426528,33827716.0,185177898,10493,-20.7602624,1025.0,-49.4011347,GULLITY RIBEIO,,8210512,1,,20.0,1245.0,F,,,SP,60.0,60.0
7514,6505153094648624,15043015,986.0,986.0,99177242815,2018-05-02T19:16:00,2018-03-07T11:27:17.413000,1991-03-12T00:00:00,2023-03-07T11:27:00,,2,8441689,32544183.0,185187259,10493,-20.790498,1100.0,-49.4056237,TAILON MARCEDO,,8227572,1,SSPSP,,830.0,F,,0.0,SP,39.66,39.66
7515,6505151579459069,17060850,986.0,986.0,99176705218,2018-05-01T20:14:00,2018-02-15T20:35:57.477000,1965-01-11T03:00:00,2023-02-15T20:36:00,AUTONOMO  CARPINTEIRO,2,8446609,31642492.0,185048328,10493,-22.3158307,1045.0,-49.0983862,CLEBESON GONCAVEL,0.0,8232948,1,SSPSP,3.0,701.35,M,,0.0,SP,82.99,82.99
7516,6505156969488450,8011010,986.0,986.0,99723549468,2018-05-27T12:50:00,2018-04-30T13:16:57.350000,1988-09-29T00:00:00,2023-04-30T13:17:00,VINNI DOCES COMERCIODE ALIMENTOS,1,8438831,31845437.0,189633510,10493,-23.5329726,1585.0,-46.4206905,MACICLEIDE BENTINHO,0.0,2764505,1,SSPSP,20.0,830.0,F,0.0,4.0,SP,32.11,32.11
7517,6086197285967327,7600000,,,99176626776,2018-05-05T11:07:00,2017-10-27T10:40:00,1993-11-13T03:00:00,2067-10-31T00:00:00,FRUTYKELO,1,8447323,,185569924,28,-23.3090732,670.0,-46.5682715,MARCONI GONCAVEL,0.0,8233733,2,SSPSP,20.0,726.25,F,,5.0,SP,105.97,52.99
7518,6086193195456317,81900470,,,99178090741,2018-05-04T14:28:00,2017-10-24T14:42:00,1989-03-09T00:00:00,2067-10-31T00:00:00,,2,8434105,,185429223,503,-25.4795955,1080.0,-49.2487366,PENECY CECIANO,,8219093,3,,20.0,830.0,F,,,PR,175.95,58.65
7519,6086194524525933,6850265,,,99977251746,2018-05-06T12:11:00,2017-10-21T14:18:00,1989-07-31T00:00:00,2067-10-31T00:00:00,,2,8422635,,185785079,28,-23.7170288,1440.0,-46.8497826,DEUENIS MUCE,,227482,3,SSPPB,,830.0,F,0.0,0.0,SP,184.98,61.66
7520,6086194524525933,6850265,,,99977251746,2018-05-06T12:13:00,2017-10-21T14:18:00,1989-07-31T00:00:00,2067-10-31T00:00:00,,2,8422635,,185785550,19,-23.7170288,1440.0,-46.8497826,DEUENIS MUCE,,227482,1,SSPPB,,830.0,F,0.0,0.0,SP,165.94,165.94
7521,6505157914775077,3588040,986.0,986.0,99175378132,2018-05-27T21:00:00,2018-05-08T18:52:09.977000,1977-05-04T00:00:00,2023-05-08T18:52:00,,1,8459520,34284074.0,189670277,10493,-23.5864918,720.0,-46.4218285,JOSILON GILIS,0.0,8246219,1,SSPSP,20.0,830.0,F,,0.0,SP,161.81,161.81
7522,6086197169540130,37596000,,,99189108523,2018-05-03T16:57:00,2017-10-30T12:53:00,1995-04-16T00:00:00,2067-10-31T00:00:00,,1,8461865,,185304763,503,-22.1985187531,1100.0,-46.6100540161,DUSTAN FLAVIA,,8108915,5,,1.0,830.0,F,,,MG,116.76,23.35
7523,6086190848371153,9861740,,,99175072211,2018-05-04T14:36:00,2017-10-30T13:45:00,1982-04-10T00:00:00,2067-10-31T00:00:00,,2,8462414,,185430794,19,-23.70975,1440.0,-46.5593231,GERSO RATSCHILLER,,8249278,1,,20.0,1245.0,F,,,SP,29.98,29.98
7524,6505142706131289,32113220,986.0,986.0,99175137798,2018-05-01T10:55:00,2017-11-24T09:33:51.403000,1976-07-08T00:00:00,2022-11-24T09:34:00,,2,8461755,31759799.0,184993613,10494,-19.8783760071,1080.0,-44.0308952332,VALTEMILTON BENA,0.0,8248623,3,SSPMG,20.0,1245.0,F,,,MG,195.54,65.18
7525,6505149374063723,87043360,986.0,986.0,99993980579,2018-05-02T11:38:00,2018-01-16T12:36:45.693000,1988-02-22T03:00:00,2023-01-16T12:37:00,HERRADON GRAND TOUR,1,8463570,31701524.0,185100036,10493,-23.4032897949,1585.0,-51.8864059448,HYZILLA CALDEIRA,0.0,60194,1,SSPSP,20.0,1066.55,M,,5.0,PR,70.0,70.0
7526,6086191343040409,9371300,,,99927892047,2018-05-04T11:45:00,2017-10-30T15:53:00,1968-01-02T03:00:00,2067-10-31T00:00:00,TAPECARIA,2,8464025,,185396667,502,0.0,50.0,0.0,LINNYHELLEN MUCE,0.0,721079,8,SSPSP,3.0,701.35,M,12.0,0.0,SP,262.92,50.18
7527,6086195360447399,83260000,,,99774558057,2018-05-05T12:17:00,2017-10-31T13:41:00,1957-10-05T03:00:00,2067-10-31T00:00:00,BATALHAO DA PM MATINHOS,5,8469295,,185596747,502,-25.5197923,1320.0,-48.5059484,HELENCER MASCHIO,0.0,2254419,8,SSPPR,8.0,1203.5,F,,35.0,PR,280.92,52.67
7528,6505151115559452,9380558,986.0,986.0,99174264427,2018-05-05T14:51:00,2018-02-08T11:24:49.237000,1984-07-09T03:00:00,2023-02-08T11:25:00,APOSENTADA,1,8470209,33879843.0,185644043,10494,-23.659072876,900.0,-46.4691200256,JAYLE ANTONIO,0.0,8257356,5,SSPSP,73.0,900.55,F,,0.0,SP,288.2,57.64
7529,6086196892785742,13482277,,,99664146730,2018-05-05T13:00:00,2017-10-31T14:52:00,1977-12-29T00:00:00,2067-10-31T00:00:00,FUNDSTAK ENGENHARIA E CONSTRUCOES LTDA,2,8470228,,185612090,502,-22.5629404,635.0,-47.402944,ERIBALDO CONRRADO,0.0,3358533,4,SSPSP,20.0,1245.0,M,5.0,4.0,SP,172.92,50.84
7530,6505142363645034,14300000,986.0,986.0,99173654515,2018-05-04T15:51:00,2017-11-21T15:18:57.673000,1952-06-20T00:00:00,2022-11-21T15:19:00,ESCRITORIO ADVOCACIA,8,8476038,32107439.0,185446802,10493,-22.5871046,1400.0,-47.0048881,LAIONARA ANTONIO,0.0,8263455,1,SSPSP,24.0,4150.0,M,,0.0,SP,100.0,100.0
7531,6505155427771595,83750000,986.0,986.0,99421734807,2018-05-02T13:46:00,2018-04-10T11:24:53.480000,1997-06-14T03:00:00,2023-04-10T11:25:00,SALAO TONY HAIR,1,8475756,31470704.0,185123217,10494,-25.7659339905,990.0,-49.7164039612,BRYNNA LOURO,0.0,5782652,4,SSPPR,20.0,1203.5,M,,2.0,PR,594.4,148.6
7532,6086198665660737,81050270,,,99728808003,2018-05-03T18:52:00,2018-02-06T19:12:09.087000,1994-12-19T00:00:00,2068-02-06T19:12:00,AUTONOMO SERVENTE,1,8478786,,185330101,28,-25.4885401,510.0,-49.2976109,ZULINETE ETCHICHURY,0.0,2711919,9,SSPPR,3.0,830.0,M,,0.0,PR,1480.31,164.48
7533,6086196408309657,3276010,,,99172972190,2018-05-02T23:07:00,2017-11-03T11:24:00,1989-05-02T00:00:00,2067-11-30T00:00:00,,2,8482452,,185205526,10482,-23.5774726868,1840.0,-46.5650978088,RICELIA ROLIM,,8270279,5,,20.0,830.0,F,,,SP,238.72,47.74
7534,6086198044048411,4913140,,,99172798904,2018-05-05T16:38:00,2017-11-03T13:25:00,1966-03-20T00:00:00,2067-11-30T00:00:00,AUTO VIACAO ITAIM PAULISTA,1,8484058,,185671584,19,-23.6844448,1103.0,-46.7536891,JOSUINA LEOPOLDINO,0.0,8272011,1,SSPSP,20.0,1660.0,M,,22.0,SP,165.0,165.0
7535,6505154188346842,18460000,986.0,986.0,99381026386,2018-05-05T13:51:00,2018-03-23T16:39:35.503000,1979-03-23T00:00:00,2023-03-23T16:40:00,AUTONOMO  VENDEDORA DE ROUPAS,1,8498461,31601314.0,185627733,10493,-24.0004940033,1440.0,-49.2514648438,LUZIANO CARLEIAL,0.0,6189737,1,SSPSP,3.0,830.0,F,,4.0,SP,100.0,100.0
7536,6505153329874963,5879410,986.0,986.0,99361112309,2018-05-04T18:11:00,2018-03-10T10:52:02.303000,1984-11-05T03:00:00,2023-03-10T10:52:00,ORION INTEGRACAO DE NEGOCIO,1,8504872,31927615.0,185481481,10493,-23.68822,1100.0,-46.79313,LIRIANEY MATOS,0.0,6388877,1,SSPSP,20.0,1041.65,F,,1.0,SP,21.5,21.5
7537,6086198519340176,82840190,,,99169867976,2018-05-05T16:46:00,2017-11-08T13:18:00,1998-04-13T00:00:00,2067-11-30T00:00:00,,1,8512094,,185673540,503,-25.4301794,1740.0,-49.2710951,JENI BRAND?O,,8301321,5,,20.0,830.0,M,,,PR,279.96,55.99
7538,6086194106737473,86380000,,,99578401507,2018-05-05T16:17:00,2017-11-08T16:09:00,1980-03-21T00:00:00,2067-11-30T00:00:00,RESIDENCIA MAURO MARQUIM,2,8514313,,185666206,116,-23.0453978,180.0,-50.2251967,ALERIO BACURAU,0.0,4215985,3,SSPPR,3.0,830.0,F,10.0,0.0,PR,99.99,37.47
7539,6505150088184087,11740000,986.0,986.0,99906251581,2018-05-02T11:02:00,2018-01-26T13:33:50.917000,1963-12-02T00:00:00,2023-01-26T13:34:00,LUCIA OU CONCEICAO,2,8521857,31627778.0,185093971,10493,-24.1762767,1000.0,-46.7856601,SIRLEDA SERAPIAO,0.0,937484,1,SSPSP,3.0,830.0,F,0.0,29.0,SP,8.8,8.8
7540,6086197282952056,12424050,,,99173824453,2018-05-03T11:16:00,2017-11-10T15:33:00,1999-02-05T00:00:00,2067-11-30T00:00:00,,1,8528743,,185239100,502,-22.9306561,1740.0,-45.461504,HEDINARDO ANTONIO,,8261756,2,,37.0,830.0,F,,,SP,23.99,14.83
7541,6505156194586768,4744040,986.0,986.0,99167289509,2018-05-03T10:25:00,2018-04-19T19:09:54.320000,1953-07-11T00:00:00,2023-04-19T19:10:00,,2,8537472,31843243.0,185230312,10493,-23.6948062,960.0,-46.6542503,ISLAYNE LEOPOLDINO,,8327105,1,,,1245.0,M,,,SP,12.6,12.6
7542,6505156194586768,4744040,986.0,986.0,99167289509,2018-05-02T17:59:00,2018-04-19T19:09:54.320000,1953-07-11T00:00:00,2023-04-19T19:10:00,,2,8537472,32059243.0,185172985,10493,-23.6572176,960.0,-46.7041618,ISLAYNE LEOPOLDINO,,8327105,1,,,1245.0,M,,,SP,24.0,24.0
7543,6505156194586768,4744040,986.0,986.0,99167289509,2018-05-02T13:49:00,2018-04-19T19:09:54.320000,1953-07-11T00:00:00,2023-04-19T19:10:00,,2,8537472,32516641.0,185123636,10493,-23.6572119,960.0,-46.7041565,ISLAYNE LEOPOLDINO,,8327105,1,,,1245.0,M,,,SP,44.97,44.97
7544,6505156194586768,4744040,986.0,986.0,99167289509,2018-05-05T11:54:00,2018-04-19T19:09:54.320000,1953-07-11T00:00:00,2023-04-19T19:10:00,,2,8537472,31648685.0,185587757,10493,-23.6951964,960.0,-46.6541842,ISLAYNE LEOPOLDINO,,8327105,1,,,1245.0,M,,,SP,124.61,124.61
7545,6086193071724802,37706209,,,99791008345,2018-05-04T12:44:00,2017-11-14T09:52:00,1973-04-06T00:00:00,2067-11-30T00:00:00,,2,8548608,,185408798,28,-21.782465,1320.0,-46.5645517,AURISTENES CONRRADO,,2089916,5,SSPMG,,2025.2,M,,8.0,MG,199.9,39.98
7546,6505148773099726,83750000,986.0,986.0,99679403874,2018-05-05T19:05:00,2018-01-08T13:03:52.273000,1931-10-18T03:00:00,2023-01-08T13:04:00,APOSENTADO POLICIA MILITAR,2,8549678,33316129.0,185704675,10494,-25.7641848,600.0,-49.7249568,KLERISTON CAVALACHY,0.0,3205962,3,SSPPR,4.0,2232.7,M,,27.0,PR,99.46,33.15
7547,6086197047476885,32678464,,,99165086317,2018-05-05T18:32:00,2017-11-16T10:29:00,1981-07-25T03:00:00,2067-11-30T00:00:00,VENDEDORA CAMA MESA E BANHO E NATUIRA,2,8557033,,185698192,28,-19.942776,235.0,-44.1196629,JOSACAR ROLIM,0.0,8349137,2,SSPMG,3.0,701.35,F,,0.0,MG,71.97,35.99
7548,6505142056993508,3380130,986.0,986.0,99525747700,2018-05-03T21:14:00,2017-11-17T15:56:11.643000,1975-08-03T03:00:00,2022-11-17T15:56:00,ELETRICA DANUBIO LTDA,2,8566581,33857598.0,185346794,10493,-23.5759553,1000.0,-46.5312169,KASSIANE CAPOTO,0.0,4742523,1,SSPSP,20.0,1249.15,M,,18.0,SP,26.71,26.71
7549,6086197346066004,17920000,,,99772408686,2018-05-05T09:54:00,2017-11-18T12:27:00,1976-07-27T03:00:00,2067-11-30T00:00:00,AUTONOMA,1,8571675,,185547028,503,-21.4867745,661.0,-51.7066037,ELISZANGELA MATOS,0.0,2275913,3,SSPSP,3.0,726.25,F,2.0,0.0,SP,89.97,29.99
7550,6505142263466527,88338220,986.0,986.0,99162471376,2018-05-07T15:33:00,2017-11-20T14:42:00,1968-11-22T00:00:00,2022-11-30T00:00:00,,1,8580478,31944478.0,185929459,10493,-26.9793043,1074.0,-48.6422536,IRINEUSA ANALIA,,8375287,1,,20.0,1245.0,M,,,SC,100.89,100.89
7551,6086193379944807,30620095,,,99163648695,2018-05-02T16:34:00,2017-11-18T10:52:00,1995-05-06T00:00:00,2067-11-30T00:00:00,,1,8569982,,185154770,28,-19.9729147,1840.0,-44.0161836,ISNEA PAZOTTO,,8363514,5,,20.0,830.0,F,,,MG,299.9,59.98
7552,6086194624392048,81870000,,,99160689331,2018-05-03T13:43:00,2017-11-22T18:50:00,1987-02-04T03:00:00,2067-11-30T00:00:00,TORNEARIA PINHEIRINHO,1,8597343,,185266359,503,-25.4795055389,100.0,-49.2483139038,PLAINE RIBEIO,0.0,8393107,4,SSPPR,20.0,1008.45,F,,13.0,PR,129.98,32.5
7553,6086196488682556,11750000,,,99160277220,2018-05-04T13:16:00,2017-11-23T13:57:00,1980-05-01T00:00:00,2067-11-30T00:00:00,,1,8601419,,185414950,28,0.0,1240.0,0.0,ELISAB RATSCHILLER,,8397228,3,,20.0,830.0,F,,,SP,83.95,27.98
7554,6505150094144296,79114180,986.0,986.0,99159971320,2018-05-05T10:13:00,2018-01-26T14:22:40.007000,1964-08-24T00:00:00,2023-01-26T14:23:00,,2,8604258,32027989.0,185552027,10493,-20.4195332,1320.0,-54.6634222,THIAGO CARPINA,0.0,8400287,1,SSPMS,4.0,830.0,F,,0.0,MS,50.0,50.0
7555,6505142761065406,38082365,986.0,986.0,99188046028,2018-05-03T23:37:00,2017-11-24T12:38:01.770000,1963-08-28T00:00:00,2022-11-24T12:38:00,,1,8609808,33850074.0,185352630,10493,-19.7478853,970.0,-47.8976668,MARLYCE TINE,0.0,8119540,1,SSPMG,20.0,1245.0,M,,0.0,MG,34.0,34.0
7556,6505150094144296,79114180,986.0,986.0,99159971320,2018-05-04T08:46:00,2018-01-26T14:22:40.007000,1964-08-24T00:00:00,2023-01-26T14:23:00,,2,8604258,31944922.0,185368069,10493,-20.4481317,1320.0,-54.6775525,THIAGO CARPINA,0.0,8400287,1,SSPMS,4.0,830.0,F,,0.0,MS,61.11,61.11
7557,6505142985305951,2967140,986.0,986.0,99471272815,2018-05-04T19:47:00,2017-11-25T12:10:45.010000,1962-01-14T03:00:00,2022-11-25T12:11:00,BROOKFIELD BRASIL SHOPP,8,8624254,31600698.0,185499663,10493,-23.5055237,660.0,-46.6899298,DRYELY MASCARO,0.0,5287272,1,SSPSP,20.0,1502.3,M,,4.0,SP,191.3,191.3
7558,6505151121003385,78068090,986.0,986.0,99158230530,2018-05-04T07:33:00,2018-02-08T12:09:12.470000,1976-05-25T00:00:00,2023-02-08T12:09:00,,1,8621247,33864357.0,185363626,10493,-15.5878922,1575.0,-56.0364201,FRANCIDERME CARTANO,,8417695,1,,20.0,1245.0,F,,,MT,120.0,120.0
7559,6505143151295608,19905275,986.0,986.0,99608210488,2018-05-28T11:35:00,2017-11-27T10:34:01.747000,1957-07-04T03:00:00,2022-11-27T10:34:00,AUTONOMO VENDEDORA,5,8636012,31768308.0,189704724,10493,-22.9766496,660.0,-49.8672416,DEUZAMAR ROSEDAL,0.0,3917896,1,SSPSP,3.0,830.0,F,,23.0,SP,24.9,24.9
7560,6505143262044722,8526290,986.0,986.0,99155901808,2018-05-01T17:54:00,2017-11-28T09:33:00,1970-03-22T00:00:00,2022-11-30T00:00:00,,2,8643169,31852671.0,185036898,10493,-23.5382186,510.0,-46.1747529,REINARIA ROLIM,,8440982,1,,20.0,1245.0,F,,,SP,82.88,82.88
7561,6086196489578344,12924107,,,99155598528,2018-05-07T14:14:00,2017-11-28T13:41:00,1965-07-02T00:00:00,2067-11-30T00:00:00,AUTONOMA DOCEIRA,8,8645907,,185912412,28,-22.9179598,1080.0,-46.5583233,RISELIO IACOI,0.0,8444015,5,SSPSP,3.0,830.0,M,,0.0,SP,103.99,20.8
7562,6505143366922064,11725270,986.0,986.0,99453422908,2018-05-01T11:35:00,2017-11-28T19:43:54.037000,1994-01-31T03:00:00,2022-11-28T19:44:00,FB DE OLIVEIRA  HORTIFRUTTI,1,8650032,31467217.0,184999144,10493,-23.9971368,900.0,-46.4079244,JULLANA BATAZAR,0.0,5465771,1,SSPSP,20.0,1103.9,M,,3.0,SP,265.56,265.56
7563,6505143389012793,11060440,986.0,986.0,99154999308,2018-05-04T17:20:00,2017-11-29T11:04:00,1951-11-23T00:00:00,2022-11-30T00:00:00,,2,8651551,32898651.0,185468363,10493,-23.9618347,1575.0,-46.3348407,RENEIDA ARCENIO,,8450007,1,,20.0,1245.0,F,,,SP,60.81,60.81
7564,6505143463205100,8370360,986.0,986.0,99154414954,2018-05-06T04:57:00,2017-11-29T17:37:00,1974-01-29T00:00:00,2022-11-30T00:00:00,,1,8656951,33905084.0,185745355,10493,-23.594167,577.555,-46.4407139,DERLANDIO MALTA,,8455851,1,,20.0,1245.0,F,,,SP,27.9,27.9
7565,6505155842650763,13737600,986.0,986.0,99227415394,2018-05-04T09:09:00,2018-04-16T10:20:29.347000,1983-07-26T00:00:00,2023-04-16T10:20:00,JOAO SOQUER DE OLIVEIRA,1,8659176,31634416.0,185370045,10493,-21.4960359,985.0,-47.012595,GIRLENNE SANTOSFERNANDES,0.0,7725847,1,SSPSP,6.0,830.0,F,,13.0,SP,35.0,35.0
7566,6505142267758345,82900342,986.0,986.0,99162440730,2018-05-04T10:38:00,2017-11-20T15:05:00,1964-09-14T00:00:00,2022-11-30T00:00:00,,1,8580767,32265356.0,185383429,10493,0.0,1500.0,0.0,RITAZIA ANALIA,,8375593,1,,20.0,1660.0,F,,,PR,16.9,16.9
7567,6086193364512271,4337120,,,99156799713,2018-05-01T17:33:00,2017-11-26T19:22:00,1994-01-23T00:00:00,2067-11-30T00:00:00,,1,8635177,,185035224,502,-23.665222168,750.0,-46.6458854675,SAMUELE FRAGOZO,,8432003,8,,20.0,830.0,M,,,SP,869.82,159.03
7568,6086191468572870,2652160,,,99153256140,2018-05-05T11:56:00,2017-12-08T14:57:38.200000,1969-12-11T03:00:00,2067-12-08T14:58:00,FUNDACAO E FACULDADE DE MEDICINA,1,8668823,,185588510,19,-23.436994,2320.0,-46.7229201,HERYCLER ROLIM,0.0,8467439,1,SSPSP,20.0,1091.45,F,,19.0,SP,130.9,130.9
7569,6086196274537608,18606190,,,99153953886,2018-05-05T11:01:00,2017-11-30T12:50:00,1991-12-28T00:00:00,2067-11-30T00:00:00,,1,8661540,,185567750,19,0.0,800.0,0.0,DUCIANA DILVA,,8460462,1,,20.0,1245.0,F,,,SP,149.98,149.98
7570,6505155580054662,16078277,986.0,986.0,99599311108,2018-05-05T08:53:00,2018-04-12T10:33:17.820000,1989-09-12T03:00:00,2023-04-12T10:33:00,EMPRESA,2,8675816,33882634.0,185536147,10494,-21.1710617,340.0,-50.4678741,ZENOBSON SILCVA,0.0,4006889,3,SSPMS,20.0,1103.9,F,1.0,0.0,SP,1060.0,353.33
7571,6505152081344204,11350380,986.0,986.0,99152206505,2018-05-01T13:33:00,2018-02-23T09:21:23.870000,1966-08-15T00:00:00,2023-02-23T09:21:00,MANICURE,2,8679065,31706710.0,185014670,10493,-23.9399586,1750.0,-46.4157885,ROSITA BENTOS,0.0,8477935,1,SSPSP,3.0,830.0,F,,18.0,SP,10.04,10.04
7572,6086194689250756,81850720,,,99917277870,2018-05-03T17:39:00,2017-12-02T16:08:00,1963-11-24T00:00:00,2067-12-31T00:00:00,AUTONOMA,2,8686913,,185314355,19,-25.4495354,1210.0,-49.2513578,ELIZINALDO JARUZO,0.0,827221,1,SSPMG,3.0,830.0,F,1.0,7.0,PR,94.96,94.96
7573,6086199289088189,8190130,,,99851198510,2018-05-05T19:11:00,2017-12-02T14:36:00,1976-02-20T00:00:00,2067-12-31T00:00:00,,2,8685252,,185705680,503,-23.4928815,2090.0,-46.4407578,CLEMICIO LEOPOLDINO,,1488014,5,SSPSP,,1245.0,F,,4.0,SP,577.88,115.58
7574,6086197208151589,74110010,,,99150401300,2018-05-02T15:34:00,2017-12-04T15:02:00,1995-12-23T00:00:00,2067-12-31T00:00:00,,1,8696156,,185142855,28,0.0,350.0,0.0,THIOLLA CARLEIAL,,8495987,2,,20.0,830.0,M,,,GO,124.97,62.49
7575,6505152734729764,13177310,986.0,986.0,99150524054,2018-05-01T15:13:00,2018-03-01T21:58:40.100000,1976-01-17T00:00:00,2023-03-01T21:59:00,,2,8694742,31938039.0,185023893,10493,-22.813358,2316.0,-47.2266466,VALDECLEIA CARLEIAL,0.0,8494760,1,SSPSP,,1855.05,M,,21.0,SP,55.49,55.49
7576,6505153029191375,11740000,986.0,986.0,99149960431,2018-05-02T00:22:00,2018-03-06T12:52:38.650000,1967-12-30T03:00:00,2023-03-06T12:53:00,ANE CECILIA LORENCO CINMAN ME,2,8699863,31458423.0,185062166,10493,-24.2064269,800.0,-46.8344937,JANIELLI MARCONI,0.0,8500396,1,SSPSP,5.0,1099.75,F,,7.0,SP,10.99,10.99
7577,6086193184731089,15502225,,,99204407956,2018-05-05T12:07:00,2017-12-05T10:14:00,1988-08-31T00:00:00,2067-12-31T00:00:00,,2,8700346,,185592922,28,-20.4225616455,1100.0,-49.9745941162,JOZICARLOS NEMOMUCENO,,7955921,5,,,830.0,M,,,SP,396.88,79.38
